Timestamp,Raw EDA,CLeaned EDA,SCR Onsets,SCR Peaks,SCR Recovery
2024-03-01 11:19:20,0.830302,0.8588654923330178,0.0,0.0,0.0
2024-03-01 11:19:21,1.17781,0.8799110911207904,0.0,0.0,0.0
2024-03-01 11:19:22,1.616094,0.900952258749971,0.0,0.0,0.0
2024-03-01 11:19:23,2.09413,0.9219859110868066,0.0,0.0,0.0
2024-03-01 11:19:24,2.48001,0.9430089670951969,0.0,0.0,0.0
2024-03-01 11:19:25,2.469697,0.9640183499411441,0.0,0.0,0.0
2024-03-01 11:19:26,2.47226,0.985010988094365,0.0,0.0,0.0
2024-03-01 11:19:27,2.467135,1.0059838164262134,0.0,0.0,0.0
2024-03-01 11:19:28,2.464572,1.0269337773030822,0.0,0.0,0.0
2024-03-01 11:19:29,2.459447,1.0478578216744776,0.0,0.0,0.0
2024-03-01 11:19:30,2.456884,1.0687529101549804,0.0,0.0,0.0
2024-03-01 11:19:31,2.447915,1.0896160140993316,0.0,0.0,0.0
2024-03-01 11:19:32,2.449196,1.1104441166699068,0.0,0.0,0.0
2024-03-01 11:19:33,2.465853,1.1312342138958618,0.0,0.0,0.0
2024-03-01 11:19:34,2.494043,1.1519833157232546,0.0,0.0,0.0
2024-03-01 11:19:35,2.520951,1.172688447055475,0.0,0.0,0.0
2024-03-01 11:19:36,2.132707,1.1933466487833277,0.0,0.0,0.0
2024-03-01 11:19:37,2.52992,1.213954978804141,0.0,0.0,0.0
2024-03-01 11:19:38,2.526076,1.2345105130292937,0.0,0.0,0.0
2024-03-01 11:19:39,2.517107,1.2550103463795697,0.0,0.0,0.0
2024-03-01 11:19:40,2.511981,1.2754515937677713,0.0,0.0,0.0
2024-03-01 11:19:41,2.503012,1.2958313910680437,0.0,0.0,0.0
2024-03-01 11:19:42,2.497887,1.3161468960713767,0.0,0.0,0.0
2024-03-01 11:19:43,2.495324,1.3363952894267779,0.0,0.0,0.0
2024-03-01 11:19:44,2.490199,1.356573775567623,0.0,0.0,0.0
2024-03-01 11:19:45,2.494043,1.3766795836227166,0.0,0.0,0.0
2024-03-01 11:19:46,2.492761,1.3967099683116064,0.0,0.0,0.0
2024-03-01 11:19:47,2.519669,1.4166622108237223,0.0,0.0,0.0
2024-03-01 11:19:48,2.342846,1.4365336196809206,0.0,0.0,0.0
2024-03-01 11:19:49,2.322344,1.456321531583037,0.0,0.0,0.0
2024-03-01 11:19:50,2.355659,1.476023312236069,0.0,0.0,0.0
2024-03-01 11:19:51,2.431257,1.4956363571626226,0.0,0.0,0.0
2024-03-01 11:19:52,2.631145,1.5151580924942725,0.0,0.0,0.0
2024-03-01 11:19:53,2.768248,1.5345859757455067,0.0,0.0,0.0
2024-03-01 11:19:54,2.825907,1.5539174965689313,0.0,0.0,0.0
2024-03-01 11:19:55,2.911757,1.573150177491435,0.0,0.0,0.0
2024-03-01 11:19:56,2.957885,1.592281574631029,0.0,0.0,0.0
2024-03-01 11:19:57,2.982543,1.6113092783940923,0.0,0.0,0.0
2024-03-01 11:19:58,2.995356,1.6302309141527764,0.0,0.0,0.0
2024-03-01 11:19:59,3.017138,1.6490441429023477,0.0,0.0,0.0
2024-03-01 11:20:00,3.031233,1.6677466618982582,0.0,0.0,0.0
2024-03-01 11:20:01,3.078642,1.6863362052727655,0.0,0.0,0.0
2024-03-01 11:20:02,3.181149,1.7048105446309403,0.0,0.0,0.0
2024-03-01 11:20:03,3.168335,1.7231674896259204,0.0,0.0,0.0
2024-03-01 11:20:04,2.954353,1.741404888513299,0.0,0.0,0.0
2024-03-01 11:20:05,2.705775,1.7595206286845493,0.0,0.0,0.0
2024-03-01 11:20:06,2.659647,1.7775126371794139,0.0,0.0,0.0
2024-03-01 11:20:07,2.617363,1.7953788811772098,0.0,0.0,0.0
2024-03-01 11:20:08,2.610956,1.8131173684670119,0.0,0.0,0.0
2024-03-01 11:20:09,2.635302,1.8307261478967034,0.0,0.0,0.0
2024-03-01 11:20:10,2.644271,1.8482033098008936,0.0,0.0,0.0
2024-03-01 11:20:11,2.63402,1.8655469864077099,0.0,0.0,0.0
2024-03-01 11:20:12,2.625051,1.8827553522244949,0.0,0.0,0.0
2024-03-01 11:20:13,2.616082,1.8998266244024449,0.0,0.0,0.0
2024-03-01 11:20:14,2.607112,1.9167590630802416,0.0,0.0,0.0
2024-03-01 11:20:15,2.599424,1.9335509717067403,0.0,0.0,0.0
2024-03-01 11:20:16,2.598143,1.9502006973427892,0.0,0.0,0.0
2024-03-01 11:20:17,2.587893,1.9667066309422656,0.0,0.0,0.0
2024-03-01 11:20:18,2.582767,1.9830672076124292,0.0,0.0,0.0
2024-03-01 11:20:19,2.580204,1.9992809068536976,0.0,0.0,0.0
2024-03-01 11:20:20,2.571235,2.0153462527789645,0.0,0.0,0.0
2024-03-01 11:20:21,2.580204,2.031261814312588,0.0,0.0,0.0
2024-03-01 11:20:22,2.567391,2.0470262053691863,0.0,0.0,0.0
2024-03-01 11:20:23,2.557141,2.06263808501239,0.0,0.0,0.0
2024-03-01 11:20:24,2.555859,2.078096157593707,0.0,0.0,0.0
2024-03-01 11:20:25,2.564828,2.093399172871662,0.0,0.0,0.0
2024-03-01 11:20:26,2.578923,2.1085459261113897,0.0,0.0,0.0
2024-03-01 11:20:27,2.593018,2.123535258164852,0.0,0.0,0.0
2024-03-01 11:20:28,2.59558,2.1383660555318813,0.0,0.0,0.0
2024-03-01 11:20:29,2.599424,2.153037250402237,0.0,0.0,0.0
2024-03-01 11:20:30,2.591737,2.1675478206788807,0.0,0.0,0.0
2024-03-01 11:20:31,2.598143,2.1818967899826873,0.0,0.0,0.0
2024-03-01 11:20:32,2.589174,2.1960832276388036,0.0,0.0,0.0
2024-03-01 11:20:33,2.58533,2.2101062486448795,0.0,0.0,0.0
2024-03-01 11:20:34,2.575079,2.2239650136214104,0.0,0.0,0.0
2024-03-01 11:20:35,2.571235,2.2376587287444267,0.0,0.0,0.0
2024-03-01 11:20:36,2.569954,2.2511866456607756,0.0,0.0,0.0
2024-03-01 11:20:37,2.559703,2.264548061386244,0.0,0.0,0.0
2024-03-01 11:20:38,2.557141,2.277742318186783,0.0,0.0,0.0
2024-03-01 11:20:39,2.552015,2.290768803443094,0.0,0.0,0.0
2024-03-01 11:20:40,2.544327,2.3036269494988457,0.0,0.0,0.0
2024-03-01 11:20:41,2.53792,2.3163162334927905,0.0,0.0,0.0
2024-03-01 11:20:42,2.539202,2.328836177175063,0.0,0.0,0.0
2024-03-01 11:20:43,2.536639,2.34118634670793,0.0,0.0,0.0
2024-03-01 11:20:44,2.535358,2.35336635245129,0.0,0.0,0.0
2024-03-01 11:20:45,2.536639,2.3653758487331977,0.0,0.0,0.0
2024-03-01 11:20:46,2.530232,2.377214533605718,0.0,0.0,0.0
2024-03-01 11:20:47,2.52767,2.388882148586389,0.0,0.0,0.0
2024-03-01 11:20:48,2.526389,2.4003784783856013,0.0,0.0,0.0
2024-03-01 11:20:49,2.523826,2.411703350620194,0.0,0.0,0.0
2024-03-01 11:20:50,2.513575,2.4228566355135652,0.0,0.0,0.0
2024-03-01 11:20:51,2.50845,2.4338382455826033,0.0,0.0,0.0
2024-03-01 11:20:52,2.502043,2.444648135311747,0.0,0.0,0.0
2024-03-01 11:20:53,2.507169,2.455286300814482,0.0,0.0,0.0
2024-03-01 11:20:54,2.52767,2.465752779482583,0.0,0.0,0.0
2024-03-01 11:20:55,2.553297,2.476047649623415,0.0,0.0,0.0
2024-03-01 11:20:56,2.572516,2.486171030085604,0.0,0.0,0.0
2024-03-01 11:20:57,2.577642,2.4961230798733895,0.0,0.0,0.0
2024-03-01 11:20:58,2.57636,2.5059039977499746,0.0,0.0,0.0
2024-03-01 11:20:59,2.581486,2.515514021830191,0.0,0.0,0.0
2024-03-01 11:21:00,2.577642,2.524953429162792,0.0,0.0,0.0
2024-03-01 11:21:01,2.572516,2.534222535302693,0.0,0.0,0.0
2024-03-01 11:21:02,2.572516,2.543321693873477,0.0,0.0,0.0
2024-03-01 11:21:03,2.427726,2.5522512961204904,0.0,0.0,0.0
2024-03-01 11:21:04,2.241621,2.561011770454843,0.0,0.0,0.0
2024-03-01 11:21:05,2.09683,2.5696035819886385,0.0,0.0,0.0
2024-03-01 11:21:06,2.04814,2.5780272320617486,0.0,0.0,0.0
2024-03-01 11:21:07,2.026357,2.5862832577604595,0.0,0.0,0.0
2024-03-01 11:21:08,2.107081,2.594372231428292,0.0,0.0,0.0
2024-03-01 11:21:09,2.340283,2.602294760169308,0.0,0.0,0.0
2024-03-01 11:21:10,2.4146,2.610051485344202,0.0,0.0,0.0
2024-03-01 11:21:11,2.505575,2.617643082059466,0.0,0.0,0.0
2024-03-01 11:21:12,2.555547,2.625070258649917,0.0,0.0,0.0
2024-03-01 11:21:13,2.605519,2.6323337561548614,0.0,0.0,0.0
2024-03-01 11:21:14,2.670866,2.639434347788178,0.0,0.0,0.0
2024-03-01 11:21:15,2.684961,2.646372838402587,0.0,0.0,0.0
2024-03-01 11:21:16,2.687524,2.653150063948389,0.0,0.0,0.0
2024-03-01 11:21:17,2.679836,2.6597668909269347,0.0,0.0,0.0
2024-03-01 11:21:18,2.619613,2.666224215839102,0.0,0.0,0.0
2024-03-01 11:21:19,2.658053,2.6725229646290574,0.0,0.0,0.0
2024-03-01 11:21:20,2.658053,2.6786640921235687,0.0,0.0,0.0
2024-03-01 11:21:21,2.623457,2.6846485814671452,0.0,0.0,0.0
2024-03-01 11:21:22,2.581173,2.69047744355328,0.0,0.0,0.0
2024-03-01 11:21:23,2.552984,2.6961517164520634,0.0,0.0,0.0
2024-03-01 11:21:24,2.522232,2.70167246483444,0.0,0.0,0.0
2024-03-01 11:21:25,2.508137,2.7070407793933837,0.0,0.0,0.0
2024-03-01 11:21:26,2.485073,2.7122577762622573,0.0,0.0,0.0
2024-03-01 11:21:27,2.476104,2.7173245964306205,0.0,0.0,0.0
2024-03-01 11:21:28,2.459447,2.7222424051577576,0.0,0.0,0.0
2024-03-01 11:21:29,2.388973,2.7270123913841804,0.0,0.0,0.0
2024-03-01 11:21:30,2.496605,2.7316357671413636,0.0,0.0,0.0
2024-03-01 11:21:31,2.372316,2.736113766959971,0.0,0.0,0.0
2024-03-01 11:21:32,2.204462,2.7404476472768176,0.0,0.0,0.0
2024-03-01 11:21:33,2.259559,2.744638685840811,0.0,0.0,0.0
2024-03-01 11:21:34,2.465853,2.7486881811181165,0.0,0.0,0.0
2024-03-01 11:21:35,2.487636,2.7525974516967753,0.0,0.0,0.0
2024-03-01 11:21:36,2.499168,2.756367835691004,0.0,0.0,0.0
2024-03-01 11:21:37,2.496605,2.7600006901453944,0.0,0.0,0.0
2024-03-01 11:21:38,2.499168,2.763497390439229,0.0,0.0,0.0
2024-03-01 11:21:39,2.503012,2.766859329691125,0.0,0.0,0.0
2024-03-01 11:21:40,2.497887,2.7700879181642066,0.0,0.0,0.0
2024-03-01 11:21:41,2.503012,2.7731845826720156,0.0,0.0,0.0
2024-03-01 11:21:42,2.501731,2.7761507659853466,0.0,0.0,0.0
2024-03-01 11:21:43,2.495324,2.77898792624021,0.0,0.0,0.0
2024-03-01 11:21:44,2.500449,2.781697536347105,0.0,0.0,0.0
2024-03-01 11:21:45,2.504293,2.7842810834017873,0.0,0.0,0.0
2024-03-01 11:21:46,2.495324,2.786740068097722,0.0,0.0,0.0
2024-03-01 11:21:47,2.526076,2.78907600414038,0.0,0.0,0.0
2024-03-01 11:21:48,2.538889,2.7912904176635593,0.0,0.0,0.0
2024-03-01 11:21:49,2.544015,2.7933848466478977,0.0,0.0,0.0
2024-03-01 11:21:50,2.546577,2.795360840341738,0.0,0.0,0.0
2024-03-01 11:21:51,2.554265,2.797219958684503,0.0,0.0,0.0
2024-03-01 11:21:52,2.567079,2.798963771732732,0.0,0.0,0.0
2024-03-01 11:21:53,2.600393,2.800593859088934,0.0,0.0,0.0
2024-03-01 11:21:54,2.64524,2.8021118093333963,0.0,0.0,0.0
2024-03-01 11:21:55,2.560672,2.8035192194590994,0.0,0.0,0.0
2024-03-01 11:21:56,2.620894,2.8048176943098695,0.0,0.0,0.0
2024-03-01 11:21:57,2.668304,2.806008846021908,0.0,0.0,0.0
2024-03-01 11:21:58,2.682398,2.8070942934688263,0.0,0.0,0.0
2024-03-01 11:21:59,2.700337,2.8080756617103204,0.0,0.0,0.0
2024-03-01 11:22:00,2.71315,2.8089545814446057,0.0,0.0,0.0
2024-03-01 11:22:01,2.745183,2.8097326884647416,0.0,0.0,0.0
2024-03-01 11:22:02,2.768248,2.8104116231189624,0.0,1.0,0.0
2024-03-01 11:22:03,2.779779,2.8109930297751404,0.0,0.0,0.0
2024-03-01 11:22:04,2.787467,2.8114785562894915,0.0,0.0,0.0
2024-03-01 11:22:05,2.787467,2.811869853479651,0.0,0.0,0.0
2024-03-01 11:22:06,2.782342,2.8121685746022282,0.0,0.0,0.0
2024-03-01 11:22:07,2.768248,2.8123763748349613,0.0,0.0,0.0
2024-03-01 11:22:08,2.733652,2.8124949107635846,0.0,0.0,0.0
2024-03-01 11:22:09,2.746465,2.812525839873527,0.0,0.0,0.0
2024-03-01 11:22:10,2.745183,2.8124708200465527,0.0,0.0,0.0
2024-03-01 11:22:11,2.736214,2.8123315090624588,0.0,0.0,0.0
2024-03-01 11:22:12,2.729808,2.8121095641059437,0.0,0.0,0.0
2024-03-01 11:22:13,2.720838,2.8118066412787615,0.0,0.0,0.0
2024-03-01 11:22:14,2.711869,2.8114243951172644,0.0,0.0,0.0
2024-03-01 11:22:15,2.704181,2.81096447811545,0.0,0.0,0.0
2024-03-01 11:22:16,2.700337,2.8104285402536187,0.0,0.0,0.0
2024-03-01 11:22:17,2.691368,2.809818228532749,0.0,0.0,0.0
2024-03-01 11:22:18,2.69393,2.809135186514696,0.0,0.0,0.0
2024-03-01 11:22:19,2.68368,2.808381053868312,0.0,0.0,0.0
2024-03-01 11:22:20,2.663178,2.8075574659215983,0.0,0.0,0.0
2024-03-01 11:22:21,2.637552,2.8066660532199834,0.0,0.0,0.0
2024-03-01 11:22:22,2.610644,2.8057084410908266,0.0,0.0,0.0
2024-03-01 11:22:23,2.609362,2.804686249214239,0.0,0.0,0.0
2024-03-01 11:22:24,2.613206,2.803601091200323,0.0,0.0,0.0
2024-03-01 11:22:25,2.605519,2.8024545741729177,0.0,0.0,0.0
2024-03-01 11:22:26,2.586298,2.801248298359932,0.0,0.0,0.0
2024-03-01 11:22:27,2.586298,2.79998385669036,0.0,0.0,0.0
2024-03-01 11:22:28,2.591424,2.7986628343980535,0.0,0.0,0.0
2024-03-01 11:22:29,2.561953,2.7972868086323337,0.0,0.0,0.0
2024-03-01 11:22:30,2.547858,2.7958573480755144,0.0,0.0,0.0
2024-03-01 11:22:31,2.5107,2.7943760125674117,0.0,0.0,0.0
2024-03-01 11:22:32,2.435102,2.792844352736906,0.0,0.0,0.0
2024-03-01 11:22:33,2.464572,2.7912639096406213,0.0,0.0,0.0
